"","date","pce_serv","pce_nondur","pce_price_index","pop","nom_dpi","nom_pce_serv_nondur","real_serv_nondur","real_dpi","real_serv_nondur_pc_lag0","real_serv_nondur_pc_lag1","real_serv_nondur_pc_lag2","real_serv_nondur_pc_lag3","real_serv_nondur_pc_lag4","real_dpi_pc_lag0","real_dpi_pc_lag1","real_dpi_pc_lag2","real_dpi_pc_lag3","real_dpi_pc_lag4"
"13",1963-01-01,179.236,142.458,16.004,121640,429.1,321.694,2010.08497875531,2681.20469882529,16524.8682896688,16518.0823160467,16436.3958071008,16379.9370548934,16271.2389295506,22042.1300462454,21960.5370543453,21889.7121110179,21872.4573805244,21718.3671861845
"14",1963-04-01,181.728,142.803,16.029,122166.666666667,433.733333333333,324.531,2024.64907355418,2705.9288373157,16572.8437125854,16524.8682896688,16518.0823160467,16436.3958071008,16379.9370548934,22149.4857079048,22042.1300462454,21960.5370543453,21889.7121110179,21872.4573805244
"15",1963-07-01,185.526,145.166,16.107,122669.666666667,440.6,330.692,2053.0949276712,2735.45663376172,16736.7775869981,16572.8437125854,16524.8682896688,16518.0823160467,16436.3958071008,22299.3728449173,22149.4857079048,22042.1300462454,21960.5370543453,21889.7121110179
"16",1963-10-01,189.031,145.279,16.166,123188.666666667,449.433333333333,334.31,2067.98218483236,2780.11464390284,16787.1139512214,16736.7775869981,16572.8437125854,16524.8682896688,16518.0823160467,22567.9416713348,22299.3728449173,22149.4857079048,22042.1300462454,21960.5370543453
"17",1964-01-01,192.935,148.651,16.243,123708,460.4,341.586,2102.97358862279,2834.45176383673,16999.4954944126,16787.1139512214,16736.7775869981,16572.8437125854,16524.8682896688,22912.4370601475,22567.9416713348,22299.3728449173,22149.4857079048,22042.1300462454
"18",1964-04-01,196.604,151.455,16.278,124203,473.833333333333,348.059,2138.2172257034,2910.88176270631,17215.5038582273,16999.4954944126,16787.1139512214,16736.7775869981,16572.8437125854,23436.4851308448,22912.4370601475,22567.9416713348,22299.3728449173,22149.4857079048
"19",1964-07-01,200.168,154.877,16.331,124739.333333333,481.566666666667,355.045,2174.05547731309,2948.78860245341,17428.7886524412,17215.5038582273,16999.4954944126,16787.1139512214,16736.7775869981,23639.6052764972,23436.4851308448,22912.4370601475,22567.9416713348,22299.3728449173
"20",1964-10-01,203.811,155.8,16.385,125289,488.633333333333,359.611,2194.75740006103,2982.19916590377,17517.5586049935,17428.7886524412,17215.5038582273,16999.4954944126,16787.1139512214,23802.5618043386,23639.6052764972,23436.4851308448,22912.4370601475,22567.9416713348
"21",1965-01-01,207.035,157.76,16.438,125814,496.033333333333,364.795,2219.21766638277,3017.60149247678,17638.8769642708,17517.5586049935,17428.7886524412,17215.5038582273,16999.4954944126,23984.6240678842,23802.5618043386,23639.6052764972,23436.4851308448,22912.4370601475
"22",1965-04-01,211.056,160.768,16.522,126324.666666667,504.133333333333,371.824,2250.47815034499,3051.28515514667,17815.0333559426,17638.8769642708,17517.5586049935,17428.7886524412,17215.5038582273,24154.3099670163,23984.6240678842,23802.5618043386,23639.6052764972,23436.4851308448
"23",1965-07-01,215.035,164.069,16.583,126745,519.866666666667,379.104,2286.10022312006,3134.93738567609,18037.0051924736,17815.0333559426,17638.8769642708,17517.5586049935,17428.7886524412,24734.2095205025,24154.3099670163,23984.6240678842,23802.5618043386,23639.6052764972
"24",1965-10-01,220.065,170.545,16.634,127169.333333333,531.966666666667,390.61,2348.26259468558,3198.06821369885,18465.6358033298,18037.0051924736,17815.0333559426,17638.8769642708,17517.5586049935,25148.1086663885,24734.2095205025,24154.3099670163,23984.6240678842,23802.5618043386
"25",1966-01-01,223.73,174.094,16.763,127511.333333333,541.366666666667,397.824,2373.22674938853,3229.53329754022,18611.8887423487,18465.6358033298,18037.0051924736,17815.0333559426,17638.8769642708,25327.42159552,25148.1086663885,24734.2095205025,24154.3099670163,23984.6240678842
"26",1966-04-01,228.23,177.238,16.899,127868.666666667,547.233333333333,405.468,2399.36090892952,3238.25867408328,18764.26001363,18611.8887423487,18465.6358033298,18037.0051924736,17815.0333559426,25324.8802736397,25327.42159552,25148.1086663885,24734.2095205025,24154.3099670163
"27",1966-07-01,232.198,179.77,17.028,128233.666666667,558.133333333333,411.968,2419.35635424008,3277.73862657584,18866.7798178851,18764.26001363,18611.8887423487,18465.6358033298,18037.0051924736,25560.6714818197,25324.8802736397,25327.42159552,25148.1086663885,24734.2095205025
"28",1966-10-01,237.04,180.394,17.16,128617,569.066666666667,417.434,2432.59906759907,3316.23931623932,18913.5111812518,18866.7798178851,18764.26001363,18611.8887423487,18465.6358033298,25783.8335230904,25560.6714818197,25324.8802736397,25327.42159552,25148.1086663885
"29",1967-01-01,240.841,182.375,17.209,129043.666666667,579.333333333333,423.216,2459.27131152304,3366.4555368315,19057.6676488556,18913.5111812518,18866.7798178851,18764.26001363,18611.8887423487,26087.723820863,25783.8335230904,25560.6714818197,25324.8802736397,25327.42159552
"30",1967-04-01,244.953,184.021,17.291,129527,586.7,428.974,2480.90914348505,3393.09467352958,19153.6061476376,19057.6676488556,18913.5111812518,18866.7798178851,18764.26001363,26196.0415475506,26087.723820863,25783.8335230904,25560.6714818197,25324.8802736397
"31",1967-07-01,250.241,185.777,17.452,130165.666666667,597.733333333333,436.018,2498.38413935366,3425.01337000535,19193.8796407167,19153.6061476376,19057.6676488556,18913.5111812518,18866.7798178851,26312.7248353151,26196.0415475506,26087.723820863,25783.8335230904,25560.6714818197
"32",1967-10-01,254.743,187.864,17.602,130757.333333333,607.266666666667,442.607,2514.52675832292,3449.98674393061,19230.4836311762,19193.8796407167,19153.6061476376,19057.6676488556,18913.5111812518,26384.6520572252,26312.7248353151,26196.0415475506,26087.723820863,25783.8335230904
"33",1968-01-01,261.903,193.535,17.789,131267,623.966666666667,455.438,2560.22260947777,3507.5983285551,19503.9317534321,19230.4836311762,19193.8796407167,19153.6061476376,19057.6676488556,26721.0976753876,26384.6520572252,26312.7248353151,26196.0415475506,26087.723820863
"34",1968-04-01,269.161,197.769,17.971,131712.333333333,640.666666666667,466.93,2598.24161148517,3565.00287500232,19726.6386960864,19503.9317534321,19230.4836311762,19193.8796407167,19153.6061476376,27066.5835520514,26721.0976753876,26384.6520572252,26312.7248353151,26196.0415475506
"35",1968-07-01,275.736,202.841,18.157,132250,649.4,478.577,2635.77132786253,3576.58203447706,19930.217980057,19726.6386960864,19503.9317534321,19230.4836311762,19193.8796407167,27044.0985593729,27066.5835520514,26721.0976753876,26384.6520572252,26312.7248353151
"36",1968-10-01,282.144,205.007,18.358,132880,661.666666666667,487.151,2653.61695173766,3604.24156589316,19970.0252237934,19930.217980057,19726.6386960864,19503.9317534321,19230.4836311762,27124.0334579558,27044.0985593729,27066.5835520514,26721.0976753876,26384.6520572252
"37",1969-01-01,288.161,208.834,18.536,133476,669.766666666667,496.995,2681.24190763919,3613.32901740757,20087.8203395306,19970.0252237934,19930.217980057,19726.6386960864,19503.9317534321,27071.0016587819,27124.0334579558,27044.0985593729,27066.5835520514,26721.0976753876
"38",1969-04-01,295.673,212.216,18.772,134020.333333333,684.966666666667,507.889,2705.56680161943,3648.87420981604,20187.7337141834,20087.8203395306,19970.0252237934,19930.217980057,19726.6386960864,27226.2732009524,27071.0016587819,27124.0334579558,27044.0985593729,27066.5835520514
"39",1969-07-01,302.01,215.988,19.002,134595,707.5,517.998,2726.0183138617,3723.29228502263,20253.4887169783,20187.7337141834,20087.8203395306,19970.0252237934,19930.217980057,27662.9316469604,27226.2732009524,27071.0016587819,27124.0334579558,27044.0985593729
"40",1969-10-01,309.998,219.744,19.221,135246.666666667,721.133333333333,529.742,2756.05847770667,3751.79924735099,20378.0140807414,20253.4887169783,20187.7337141834,20087.8203395306,19970.0252237934,27740.4193376373,27662.9316469604,27226.2732009524,27071.0016587819,27124.0334579558
"41",1970-01-01,317.59,224.484,19.444,135949.666666667,737.166666666667,542.074,2787.8728656655,3791.22951381746,20506.654661398,20378.0140807414,20253.4887169783,20187.7337141834,20087.8203395306,27887.0085287751,27740.4193376373,27662.9316469604,27226.2732009524,27071.0016587819
"42",1970-04-01,324.016,226.548,19.659,136676.666666667,754.5,550.564,2800.56971361717,3837.93682282924,20490.4742112809,20506.654661398,20378.0140807414,20253.4887169783,20187.7337141834,28080.4098931486,27887.0085287751,27740.4193376373,27662.9316469604,27226.2732009524
"43",1970-07-01,331.755,229.716,19.851,137456,774.033333333333,561.471,2828.42677950733,3899.21582455964,20576.961205821,20490.4742112809,20506.654661398,20378.0140807414,20253.4887169783,28367.0107129528,28080.4098931486,27887.0085287751,27740.4193376373,27662.9316469604
"44",1970-10-01,338.361,234.475,20.108,138260.333333333,782.2,572.836,2848.79649890591,3889.99403222598,20604.5828924607,20576.961205821,20490.4742112809,20506.654661398,20378.0140807414,28135.286082723,28367.0107129528,28080.4098931486,27887.0085287751,27740.4193376373
"45",1971-01-01,345.307,235.828,20.299,139033.666666667,805.333333333333,581.135,2862.87501847382,3967.3547136969,20591.2358287836,20604.5828924607,20576.961205821,20490.4742112809,20506.654661398,28535.2088369261,28135.286082723,28367.0107129528,28080.4098931486,27887.0085287751
"46",1971-04-01,353.404,238.832,20.53,139827.333333333,826.366666666667,592.236,2884.73453482708,4025.16642312064,20630.6911964786,20591.2358287836,20604.5828924607,20576.961205821,20490.4742112809,28786.6923237753,28535.2088369261,28135.286082723,28367.0107129528,28080.4098931486
"47",1971-07-01,361.732,240.424,20.732,140602.666666667,838.8,602.156,2904.4761721011,4045.9193517268,20657.3334699752,20630.6911964786,20591.2358287836,20604.5828924607,20576.961205821,28775.5520406924,28786.6923237753,28535.2088369261,28135.286082723,28367.0107129528
"48",1971-10-01,370.843,243.595,20.86,141401.666666667,853.833333333333,614.438,2945.53211888782,4093.16075423458,20830.9575716068,20657.3334699752,20630.6911964786,20591.2358287836,20604.5828924607,28947.0474480587,28775.5520406924,28786.6923237753,28535.2088369261,28135.286082723
"49",1972-01-01,381.204,247.04,21.08,143005.333333333,866.766666666667,628.244,2980.28462998102,4111.7963314358,20840.3739952428,20830.9575716068,20657.3334699752,20630.6911964786,20591.2358287836,28752.7481359842,28947.0474480587,28775.5520406924,28786.6923237753,28535.2088369261
"50",1972-04-01,388.996,254.302,21.202,143758.666666667,880.833333333333,643.298,3034.13828884068,4154.48228154577,21105.7765016417,20840.3739952428,20830.9575716068,20657.3334699752,20630.6911964786,28899.0039896431,28752.7481359842,28947.0474480587,28775.5520406924,28786.6923237753
"51",1972-07-01,398.123,260.084,21.388,144522.666666667,905.866666666667,658.207,3077.45932298485,4235.39679571099,21293.9561244247,21105.7765016417,20840.3739952428,20830.9575716068,20657.3334699752,29306.1074321282,28899.0039896431,28752.7481359842,28947.0474480587,28775.5520406924
"52",1972-10-01,409.029,268.057,21.562,145215,949.866666666667,677.086,3140.18180131713,4405.28089540241,21624.3625060574,21293.9561244247,21105.7765016417,20840.3739952428,20830.9575716068,30336.2661942802,29306.1074321282,28899.0039896431,28752.7481359842,28947.0474480587
"53",1973-01-01,417.739,275.456,21.823,145964.333333333,968.7,693.195,3176.44228566192,4438.89474407735,21761.7702429263,21624.3625060574,21293.9561244247,21105.7765016417,20840.3739952428,30410.8177847832,30336.2661942802,29306.1074321282,28899.0039896431,28752.7481359842
"54",1973-04-01,427.847,281.386,22.242,146719.666666667,995.666666666667,709.233,3188.71054761262,4476.51590084825,21733.3546351157,21761.7702429263,21624.3625060574,21293.9561244247,21105.7765016417,30510.6738759056,30410.8177847832,30336.2661942802,29306.1074321282,28899.0039896431
"55",1973-07-01,438.16,289.916,22.647,147478.333333333,1018.43333333333,728.076,3214.88938932309,4496.99003547195,21799.062388756,21733.3546351157,21761.7702429263,21624.3625060574,21293.9561244247,30492.5471683205,30510.6738759056,30410.8177847832,30336.2661942802,29306.1074321282
"56",1973-10-01,448.011,297.675,23.11,148226,1050.7,745.686,3226.68109043704,4546.51665945478,21768.6579307074,21799.062388756,21733.3546351157,21761.7702429263,21624.3625060574,30672.8688587345,30492.5471683205,30510.6738759056,30410.8177847832,30336.2661942802
"57",1974-01-01,456.362,308.853,23.798,148986.666666667,1064.03333333333,765.215,3215.45928229263,4471.10401434294,21582.1949321592,21768.6579307074,21799.062388756,21733.3546351157,21761.7702429263,30010.094959345,30672.8688587345,30492.5471683205,30510.6738759056,30410.8177847832
"58",1974-04-01,471.822,318.017,24.472,149746.666666667,1083.96666666667,789.839,3227.52124877411,4429.41593113218,21553.2093008689,21582.1949321592,21768.6579307074,21799.062388756,21733.3546351157,29579.3958538789,30010.094959345,30672.8688587345,30492.5471683205,30510.6738759056
"59",1974-07-01,485.284,327.667,25.132,150498,1114.23333333333,812.951,3234.72465382779,4433.52432489787,21493.4726961673,21553.2093008689,21582.1949321592,21768.6579307074,21799.062388756,29459.0248700838,29579.3958538789,30010.094959345,30672.8688587345,30492.5471683205
"60",1974-10-01,501.022,330.908,25.771,151253,1140.86666666667,831.93,3228.16343952505,4426.9398419412,21342.8060238478,21493.4726961673,21553.2093008689,21582.1949321592,21768.6579307074,29268.4432172664,29459.0248700838,29579.3958538789,30010.094959345,30672.8688587345
"61",1975-01-01,517.197,336.206,26.256,151987.333333333,1160.43333333333,853.403,3250.3161182206,4419.6881982531,21385.44079257,21342.8060238478,21493.4726961673,21553.2093008689,21582.1949321592,29079.3193177486,29268.4432172664,29459.0248700838,29579.3958538789,30010.094959345
"62",1975-04-01,532.041,344.849,26.578,152707.666666667,1228.9,876.89,3299.30769809617,4623.74896530965,21605.3834762466,21385.44079257,21342.8060238478,21493.4726961673,21553.2093008689,30278.4337305243,29079.3193177486,29268.4432172664,29459.0248700838,29579.3958538789
"63",1975-07-01,544.44,355.964,27.076,153579,1233.63333333333,900.404,3325.46905008125,4556.1875215443,21653.149519669,21605.3834762466,21385.44079257,21342.8060238478,21493.4726961673,29666.7351756705,30278.4337305243,29079.3193177486,29268.4432172664,29459.0248700838
"64",1975-10-01,563.172,359.659,27.53,154336.333333333,1264.16666666667,922.831,3352.09226298583,4591.96028574888,21719.3980872024,21653.149519669,21605.3834762466,21385.44079257,21342.8060238478,29752.9440188995,29666.7351756705,30278.4337305243,29079.3193177486,29268.4432172664
"65",1976-01-01,579.174,367.436,27.833,155075,1293.6,946.61,3401.03474293105,4647.72033198002,21931.5475926555,21719.3980872024,21653.149519669,21605.3834762466,21385.44079257,29970.790468999,29752.9440188995,29666.7351756705,30278.4337305243,29079.3193177486
"66",1976-04-01,590.571,373.07,28.066,155773.666666667,1311.93333333333,963.641,3433.4817929167,4674.45782560156,22041.477654011,21931.5475926555,21719.3980872024,21653.149519669,21605.3834762466,30008.0105041389,29970.790468999,29752.9440188995,29666.7351756705,30278.4337305243
"67",1976-07-01,608.353,380.608,28.492,156526.666666667,1342.23333333333,988.961,3471.01291590622,4710.91300482007,22175.2177429163,22041.477654011,21931.5475926555,21719.3980872024,21653.149519669,30096.5522689642,30008.0105041389,29970.790468999,29752.9440188995,29666.7351756705
"68",1976-10-01,627.345,389.607,28.942,157222,1372.13333333333,1016.952,3513.75855158593,4740.97620528413,22349.0259097705,22175.2177429163,22041.477654011,21931.5475926555,21719.3980872024,30154.6615949685,30096.5522689642,30008.0105041389,29970.790468999,29752.9440188995
"69",1977-01-01,647.814,396.467,29.465,157910.666666667,1400.03333333333,1044.281,3544.14050568471,4751.51309463205,22443.9588565985,22349.0259097705,22175.2177429163,22041.477654011,21931.5475926555,30089.8805313894,30154.6615949685,30096.5522689642,30008.0105041389,29970.790468999
"70",1977-04-01,663.054,403.704,29.969,158652.333333333,1437.36666666667,1066.758,3559.53818946244,4796.17827310443,22436.0910090351,22443.9588565985,22349.0259097705,22175.2177429163,22041.477654011,30230.7452549564,30089.8805313894,30154.6615949685,30096.5522689642,30008.0105041389
"71",1977-07-01,683.003,409.909,30.42,159429.666666667,1479.2,1092.912,3592.741617357,4862.59040105194,22534.9628615147,22436.0910090351,22443.9588565985,22349.0259097705,22175.2177429163,30499.9094755594,30230.7452549564,30089.8805313894,30154.6615949685,30096.5522689642
"72",1977-10-01,700.494,423.604,30.852,160140.333333333,1528.86666666667,1124.098,3643.51743809153,4955.48640822853,22752.0285630199,22534.9628615147,22436.0910090351,22443.9588565985,22349.0259097705,30944.649015521,30499.9094755594,30230.7452549564,30089.8805313894,30154.6615949685
"73",1978-01-01,724.811,431.073,31.358,160828.666666667,1566.1,1155.884,3686.08967408636,4994.25983799987,22919.357291733,22752.0285630199,22534.9628615147,22436.0910090351,22443.9588565985,31053.2938033427,30944.649015521,30499.9094755594,30230.7452549564,30089.8805313894
"74",1978-04-01,750.386,444.812,32.002,161525.333333333,1615.13333333333,1195.198,3734.76032747953,5046.97623065225,23121.8239913627,22919.357291733,22752.0285630199,22534.9628615147,22436.0910090351,31245.7255249058,31053.2938033427,30944.649015521,30499.9094755594,30230.7452549564
"75",1978-07-01,769.856,455.62,32.564,162265,1656.3,1225.476,3763.28460877042,5086.29161036728,23192.2140250234,23121.8239913627,22919.357291733,22752.0285630199,22534.9628615147,31345.5866044266,31245.7255249058,31053.2938033427,30944.649015521,30499.9094755594
"76",1978-10-01,789.689,469.367,33.179,163024,1698.73333333333,1259.056,3794.73763525121,5119.90516089494,23277.1716756503,23192.2140250234,23121.8239913627,22919.357291733,22752.0285630199,31405.8369374751,31345.5866044266,31245.7255249058,31053.2938033427,30944.649015521
"77",1979-01-01,809.273,484.59,33.804,163756.333333333,1751.56666666667,1293.863,3827.54407762395,5181.53670177099,23373.4109680681,23277.1716756503,23192.2140250234,23121.8239913627,22919.357291733,31641.7484215633,31405.8369374751,31345.5866044266,31245.7255249058,31053.2938033427
"78",1979-04-01,835.468,500.067,34.728,164447.333333333,1783.2,1335.535,3845.70087537434,5134.76157567381,23385.608008487,23373.4109680681,23277.1716756503,23192.2140250234,23121.8239913627,31224.3529377621,31641.7484215633,31405.8369374751,31345.5866044266,31245.7255249058
"79",1979-07-01,858.589,522.347,35.59,165199.666666667,1836.06666666667,1380.936,3880.12363023321,5158.93977709094,23487.4785677526,23385.608008487,23373.4109680681,23277.1716756503,23192.2140250234,31228.5120253932,31224.3529377621,31641.7484215633,31405.8369374751,31345.5866044266
"80",1979-10-01,886.599,539.388,36.451,166054.666666667,1884.36666666667,1425.987,3912.06551260596,5169.58839720904,23558.901361435,23487.4785677526,23385.608008487,23373.4109680681,23277.1716756503,31131.8465236892,31228.5120253932,31224.3529377621,31641.7484215633,31405.8369374751
"81",1980-01-01,910.301,559.946,37.545,166762.333333333,1948.36666666667,1470.247,3915.95951524837,5189.4171438718,23482.2782637668,23558.901361435,23487.4785677526,23385.608008487,23373.4109680681,31118.6407634326,31131.8465236892,31228.5120253932,31224.3529377621,31641.7484215633
"82",1980-04-01,926.892,565.914,38.464,167415.666666667,1978.6,1492.806,3881.04721297837,5144.03078202995,23182.1029074043,23482.2782637668,23558.901361435,23487.4785677526,23385.608008487,30726.1015916269,31118.6407634326,31131.8465236892,31228.5120253932,31224.3529377621
"83",1980-07-01,961.909,576.499,39.364,168110.666666667,2047.03333333333,1538.408,3908.15973986383,5200.26758798225,23247.5417375687,23182.1029074043,23482.2782637668,23558.901361435,23487.4785677526,30933.5968448299,30726.1015916269,31118.6407634326,31131.8465236892,31228.5120253932
"84",1980-10-01,1004.394,591.25,40.338,168693.666666667,2125.8,1595.644,3955.6844662601,5269.96876394467,23448.921020114,23247.5417375687,23182.1029074043,23482.2782637668,23558.901361435,31239.8732452592,30933.5968448299,30726.1015916269,31118.6407634326,31131.8465236892
"85",1981-01-01,1025.643,614.044,41.384,169279,2177.06666666667,1639.687,3962.12787550744,5260.64823764418,23405.9031274254,23448.921020114,23247.5417375687,23182.1029074043,23482.2782637668,31076.7917913278,31239.8732452592,30933.5968448299,30726.1015916269,31118.6407634326
"86",1981-04-01,1053.74,622.849,42.078,169837.333333333,2215.46666666667,1676.589,3984.47882503921,5265.14251311057,23460.55927067,23405.9031274254,23448.921020114,23247.5417375687,23182.1029074043,31001.0903361093,31076.7917913278,31239.8732452592,30933.5968448299,30726.1015916269
"87",1981-07-01,1077.047,629.127,42.772,170412.666666667,2300.16666666667,1706.174,3988.99747498363,5377.73933102653,23407.8695733707,23460.55927067,23405.9031274254,23448.921020114,23247.5417375687,31557.1573182737,31001.0903361093,31076.7917913278,31239.8732452592,30933.5968448299
"88",1981-10-01,1101.901,635.702,43.427,170990.333333333,2337,1737.603,4001.20431989315,5381.4447233288,23400.1784889974,23407.8695733707,23460.55927067,23405.9031274254,23448.921020114,31472.2161096561,31557.1573182737,31001.0903361093,31076.7917913278,31239.8732452592
"89",1982-01-01,1127.862,639.854,43.979,171497,2372.2,1767.716,4019.45473976216,5393.93801587121,23437.4638609548,23400.1784889974,23407.8695733707,23460.55927067,23405.9031274254,31452.0838024642,31472.2161096561,31557.1573182737,31001.0903361093,31076.7917913278
"90",1982-04-01,1151.697,638.721,44.402,172020,2409.8,1790.418,4032.29133822801,5427.23300752218,23440.8286142775,23437.4638609548,23400.1784889974,23407.8695733707,23460.55927067,31550.0116702836,31452.0838024642,31472.2161096561,31557.1573182737,31001.0903361093
